Time,Velx1,Vely1,Velx2,Vely2,Velx3,Vely3
27.59882,0.06013643,0.7970348,0.05929353,0.8049373,0.05987397,0.7690127
27.69995,0.05981187,0.7992289,0.05885348,0.8073363,0.05984638,0.770808
27.79732,0.05950411,0.8013436,0.05842572,0.809642,0.05984995,0.7725403
27.89842,0.05918604,0.803505,0.057979,0.8120005,0.05986363,0.7743295
27.99951,0.05886399,0.8056531,0.05752174,0.8143169,0.05988919,0.7761768
28.09688,0.05854054,0.8077143,0.05706624,0.8165107,0.05991075,0.7779857
28.19792,0.05819086,0.8098656,0.05658267,0.8187835,0.0599154,0.7798725
28.29897,0.05781396,0.8120359,0.05608659,0.8210736,0.05986565,0.7817663
28.39634,0.05743298,0.8141243,0.05560706,0.823265,0.05976926,0.783613
28.49748,0.05701902,0.8162712,0.05511446,0.8255057,0.05960122,0.7855534
28.59865,0.05658921,0.818394,0.05463562,0.8277024,0.05936398,0.7874793
28.69978,0.05613269,0.8205042,0.05416143,0.8298822,0.05904578,0.7893682
28.7972,0.05565574,0.822563,0.05368782,0.831986,0.05866977,0.7912511
28.89835,0.05511719,0.8247099,0.05317676,0.8341836,0.05819638,0.7932336
28.99957,0.05452918,0.8268505,0.05263769,0.8363791,0.05763395,0.7951918
29.097,0.0539096,0.8288982,0.05208075,0.8384769,0.0570065,0.7970755
29.19823,0.05321487,0.8310227,0.05146787,0.8406432,0.05627282,0.7990547
29.29943,0.05247334,0.8331643,0.05082428,0.8428296,0.05546659,0.8010632
29.39685,0.05172328,0.8352211,0.05018689,0.8449393,0.0546259,0.8029899
29.498,0.0509068,0.8373642,0.0495081,0.8471475,0.05367841,0.8049685
29.59916,0.0500554,0.8395199,0.04881416,0.8493734,0.05265956,0.806957
29.6966,0.04920333,0.8416056,0.04812847,0.8515246,0.05161902,0.8088797
29.79773,0.04828406,0.8437599,0.04740213,0.8537638,0.05047571,0.8108115
29.89882,0.04734895,0.8459179,0.04666525,0.856008,0.04930493,0.8127718
29.99993,0.04637996,0.8480802,0.04590537,0.8582491,0.04809167,0.8147605
30.09733,0.045429,0.8501579,0.04515819,0.8603956,0.04690615,0.8166858
30.19843,0.04442884,0.8523074,0.04437832,0.8626211,0.04565488,0.8186264
30.29957,0.04341241,0.8544697,0.04358022,0.8648393,0.04439229,0.820624
30.39694,0.04241506,0.8565534,0.04279619,0.8669736,0.04316592,0.8225639
30.49806,0.04136799,0.8587377,0.04196877,0.8692078,0.04188722,0.8245873
30.59921,0.04032673,0.8609491,0.04114466,0.8714511,0.04061222,0.8266969
30.69655,0.03934575,0.8630828,0.04036833,0.8736047,0.03940025,0.8287469
30.79767,0.03833468,0.8652891,0.03956979,0.8758201,0.03815357,0.830867
30.89883,0.03734718,0.8675054,0.03878235,0.8780162,0.03695603,0.8330657
30.99996,0.0363747,0.8697276,0.03800135,0.8802048,0.03579924,0.835318
31.09737,0.03545002,0.8718745,0.03725633,0.8823179,0.03471166,0.8375036
31.19848,0.03451302,0.8741038,0.03650083,0.8845006,0.03361417,0.839812
31.29959,0.03360505,0.8763423,0.03575951,0.8866825,0.03256998,0.8421786
31.39697,0.03275115,0.8784933,0.03505223,0.888784,0.03161104,0.8444356
31.49807,0.03191124,0.8807386,0.03435326,0.8909815,0.03068501,0.8468102
31.59919,0.03110223,0.8829971,0.03368413,0.8931884,0.02979577,0.8492145
31.69654,0.03034632,0.8851849,0.03306987,0.8953411,0.02896283,0.8515295
31.79762,0.02959026,0.8874649,0.03247268,0.8975915,0.02811012,0.8539391
31.89869,0.02886273,0.8897537,0.03190272,0.8998317,0.02729279,0.8563922
31.99976,0.02816354,0.8920374,0.03134794,0.9020492,0.02651955,0.8588547
32.0971,0.02752016,0.8942242,0.03083124,0.9041751,0.02582207,0.8612006
32.19817,0.02688071,0.8964977,0.03031055,0.9063788,0.0251422,0.8636743
32.29923,0.02627525,0.8987743,0.0298154,0.908589,0.02450695,0.8661702
32.39652,0.0257264,0.9009733,0.0293653,0.910724,0.02394904,0.8685811
32.49757,0.02517775,0.9032667,0.02890162,0.912949,0.02341798,0.8711177
32.59864,0.02466199,0.9055718,0.02846467,0.9151921,0.02292519,0.8736892
32.69968,0.02419563,0.9078744,0.02808217,0.9174247,0.02247831,0.8762863
32.797,0.02378752,0.9100852,0.02774632,0.9195706,0.02210468,0.8787866
32.89805,0.02340368,0.9123728,0.02742311,0.9217844,0.0217806,0.8813748
32.99909,0.02308374,0.9146598,0.02715507,0.9239864,0.02153908,0.8839777
33.09643,0.0228164,0.916857,0.02693683,0.9260706,0.02135812,0.8865114
33.19751,0.02256873,0.9191373,0.02673382,0.9282258,0.02121594,0.8891517
33.2986,0.02235763,0.9214207,0.02655948,0.9303813,0.02113202,0.8918125
33.39967,0.02219456,0.9237035,0.02641762,0.9325386,0.02112018,0.8944768
33.49699,0.02208499,0.9259102,0.02632519,0.9346158,0.02117058,0.8970441
33.59807,0.02202484,0.9282143,0.02628274,0.9367869,0.02128917,0.8996923
33.69915,0.02203182,0.9305449,0.02630019,0.9390013,0.02147992,0.9023588
